MBCGO	JI
Fatty acid metabolism::fatty acid metabolic process	0.2347560975609756
Beta-oxidation::fatty acid beta-oxidation	0.2727272727272727
Mitochondrial beta-oxidation::fatty acid beta-oxidation	0.09615384615384616
Peroxisomal beta-oxidation::fatty acid beta-oxidation	0.17647058823529413
Fatty acid omega-hydroxylation::fatty acid omega-oxidation	0.0
Fatty acid transport by Carnitine shuttle::carnitine shuttle	0.3333333333333333
Fatty acid elongation::fatty acid elongation	0.6363636363636364
Desaturation of fatty acids::fatty acid metabolic process	0.02127659574468085
Eicosanoid metabolism::icosanoid metabolic process	0.16304347826086957
Prostanoid metabolism::prostanoid metabolic process	0.16666666666666666
Leukotriene metabolism::leukotriene metabolic process	0.10256410256410256
Epoxide metabolism::epoxygenase P450 pathway	0.18181818181818182
Triacylglycerol metabolism and transport::triglyceride metabolic process	0.1702127659574468
Triacylglycerol metabolism and transport::triglyceride transport	0.0
Triacylglycerol metabolism::triglyceride metabolic process	0.07954545454545454
Triacylglycerol biosynthesis::triglyceride biosynthetic process	0.16666666666666666
Triacylglycerol hydrolysis and mobilization::triglyceride mobilization	0.0
Extracellular triacylglycerol hydrolysis::triglyceride mobilization	0.0
Intracellular triacylglycerol mobilization::triglyceride mobilization	0.0
Membrane lipid metabolism::membrane lipid metabolic process	0.14754098360655737
Phosphoglyceride biosynthesis::glycerophospholipid biosynthetic process	0.06741573033707865
Phosphatidylcholine and phosphatidylethanolamine biosynthesis via Kennedy pathway::CDP-choline pathway	0.0
Phosphatidylcholine and phosphatidylethanolamine biosynthesis via Kennedy pathway::phosphatidylcholine biosynthesis from choline and CDP-diacylglycerol	0.0
Phosphatidylcholine, phoshpatidylethanolamine and phosphatidylserine interconversion::phosphatidylcholine biosynthesis from phosphatidylethanolamine	0.0
Phosphatidylcholine, phoshpatidylethanolamine and phosphatidylserine interconversion::phosphatidylserine biosynthetic process	0.0
Phosphatidylinositol biosynthesis::phosphatidylinositol biosynthetic process	0.012345679012345678
Sphingolipid metabolism::sphingolipid metabolic process	0.203125
Ceramide biosynthesis::ceramide metabolic process	0.15384615384615385
Ganglioside biosynthesis::Ganglioside biosynthesis	0.0
Sphingomyelin metabolism::Sphingomyelin metabolism	0.0
Vitamin D metabolism::vitamin D metabolic process	0.3333333333333333
Cholesterol synthesis::cholesterol biosynthetic process	0.4473684210526316
Cholesterol esterification::cholesterol esterification	0.0
Cholesterol-sensitive control of SREBP activation::SREBP signaling pathway	0.0
Bile acid synthesis from cholesterol::bile acid biosynthetic process	0.2608695652173913
Steroid hormone synthesis::steroid biosynthetic process	0.17391304347826086
Glucocorticoid and Mineralocorticoid synthesis::glucocorticoid biosynthetic process	0.3
Glucocorticoid and Mineralocorticoid synthesis::mineralocorticoid biosynthetic process	0.0
Androgen synthesis::androgen biosynthetic process	0.4444444444444444
Estrogen synthesis::estrogen biosynthetic process	0.16666666666666666
Cobalamin metabolism::cobalamin metabolic process	0.05
Hemoglobin synthesis::hemoglobin biosynthetic process	0.0
Cellular iron uptake::mitochondrial iron ion transport	0.0
Regulation of T cell differentiation::T cell differentiation	0.017699115044247787
Regulation of T cell differentiation::regulation of T cell differentiation	0.0
Regulation of B cell differentiation::B cell differentiation	0.0
Regulation of B cell differentiation::regulation of B cell differentiation	0.03333333333333333
Regulation of natural killer cell differentiation::natural killer cell differentiation	0.0
Regulation of natural killer cell differentiation::regulation of natural killer cell differentiation	0.0
Regulation of myeloid cell differentiation::myeloid cell differentiation	0.059782608695652176
Regulation of myeloid cell differentiation::regulation of myeloid cell differentiation	0.015463917525773196
Regulation of erythrocyte cell differentiation::erythrocyte differentiation	0.02040816326530612
Regulation of erythrocyte cell differentiation::regulation of erythrocyte differentiation	0.02702702702702703
Regulation of megakaryocyte differentiation::regulation of megakaryocyte differentiation	0.0
Regulation of granulocyte differentiation::granulocyte differentiation	0.043478260869565216
Regulation of granulocyte differentiation::regulation of granulocyte differentiation	0.0
Regulation of monocyte differentiation::monocyte differentiation	0.0
Regulation of monocyte differentiation::regulation of monocyte differentiation	0.0
Regulation of myocyte cell differentiation::myoblast differentiation	0.007194244604316547
Regulation of cardiomyocyte cell differentiation::cardiac muscle cell differentiation	0.07246376811594203
Regulation of smooth muscle cell differentiation::smooth muscle cell differentiation	0.07352941176470588
Regulation of smooth muscle cell differentiation::regulation of smooth muscle cell differentiation	0.05172413793103448
Regulation of skeletal muscle cell differentiation::skeletal muscle cell differentiation	0.05263157894736842
Regulation of skeletal muscle cell differentiation::	0.0
Regulation of hepatocyte differentiation::hepatocyte differentiation	0.02564102564102564
Regulation of osteoclast differentiation::osteoclast differentiation	0.1
Regulation of osteoclast differentiation::regulation of osteoclast differentiation	0.07954545454545454
Regulation of osteoblast differentiation::osteoblast differentiation	0.05333333333333334
Regulation of osteoblast differentiation::regulation of osteoblast differentiation	0.05063291139240506
Regulation of astrocyte differentiation::astrocyte differentiation	0.02702702702702703
Regulation of astrocyte differentiation::regulation of astrocyte differentiation	0.06382978723404255
Regulation of oligodendrocyte differentiation::oligodendrocyte differentiation	0.043478260869565216
Regulation of oligodendrocyte differentiation::regulation of oligodendrocyte differentiation	0.0625
Regulation of neuron cell differentiation::neuron differentiation	0.09523809523809523
Regulation of rod photoreceptor cell differentiation::retinal rod cell development	0.1
Regulation of cone photoreceptor cell differentiation::retinal cone cell development	0.038461538461538464
Regulation of spermatogenesis::spermatogenesis	0.10320284697508897
Regulation of oogenesis::oogenesis	0.031578947368421054
Regulation of white adipocyte differentiation::white fat cell differentiation	0.06666666666666667
Regulation of brown adipocyte differentiation::brown fat cell differentiation	0.05405405405405406
Regulation of chondrocyte cell differentiation::chondrocyte differentiation	0.06451612903225806
Regulation of chondrocyte cell differentiation::regulation of chondrocyte differentiation	0.06451612903225806
Regulation of inner hair cell differentiation::inner ear receptor cell differentiation	0.11764705882352941
Regulation of odontogenesis::odontogenesis	0.13846153846153847
Binding of Spermatoza to the Zona Pellucida::binding of sperm to zona pellucida	0.18181818181818182
Binding of Spermatoza to the Zona Pellucida::sperm-egg recognition	0.16666666666666666
Acrosomal Reaction::acrosome reaction	0.058823529411764705
